gene_id	transcript_id	gene_name	gene_type	Promoter	UTR5	CDS	UTR3	Stop Codon	Intron	Transcript	peakDetail	Sample
ENSG00000159228.8	ENST00000290349.6	CBR1	protein_coding	0	0	1	0	1	0	1	chr21:37445011-37445335|Locus_7986	group1
ENSG00000100294.8	ENST00000290429.6	MCAT	protein_coding	0	0	1	0	1	0	1	chr22:43528812-43529161|Locus_3113	group1
ENSG00000159377.6	ENST00000290541.6	PSMB4	protein_coding	0	0	1	0	0	0	1	chr1:151372066-151372518|Locus_5428	group1
ENSG00000159399.5	ENST00000290573.2	HK2	protein_coding	0	0	0	1	1	0	1	chr2:75118089-75118313|Locus_3466	group1
ENSG00000159433.7	ENST00000290607.7	STARD9	protein_coding	0	0	2	1	0	0	3	chr15:42976820-42976869|Locus_5597,chr15:42986220-42986294|Locus_5598,chr15:43012045-43012269|Locus_5599	group1
ENSG00000159556.5	ENST00000290759.4	ISL2	protein_coding	0	0	0	2	0	0	2	chr15:76634420-76634494|Locus_6233,chr15:76634545-76634769|Locus_6234	group1
ENSG00000159792.5	ENST00000291041.5	PSKH1	protein_coding	0	0	3	1	1	0	4	chr16:67942808-67943032|Locus_5393,chr16:67943408-67943657|Locus_5394,chr16:67943958-67961418|Locus_5395,chr16:67961769-67962443|Locus_5396	group1
ENSG00000160014.12	ENST00000291295.9	CALM3	protein_coding	0	0	0	1	0	0	1	chr19:47112906-47113355|Locus_7296	group1
ENSG00000072958.4	ENST00000291439.3	AP1M1	protein_coding	0	0	0	1	0	0	1	chr19:16345666-16345865|Locus_8054	group1
ENSG00000160113.5	ENST00000291442.3	NR2F6	protein_coding	0	0	1	0	1	0	1	chr19:17342694-17343193|Locus_1870	group1
ENSG00000160216.14	ENST00000291572.8	AGPAT3	protein_coding	0	0	1	2	1	0	3	chr21:45402266-45402715|Locus_5405,chr21:45402741-45402790|Locus_5406,chr21:45403166-45403315|Locus_5407	group1
ENSG00000160218.8	ENST00000291574.4	TRAPPC10	protein_coding	0	0	1	1	1	0	2	chr21:45502921-45503070|Locus_6609,chr21:45523437-45523711|Locus_6610	group1
ENSG00000241945.3	ENST00000291576.7	PWP2	protein_coding	0	0	1	0	1	0	1	chr21:45550629-45551028|Locus_5804	group1
ENSG00000160221.12	ENST00000291577.6	C21orf33	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000160256.8	ENST00000291634.6	FAM207A	protein_coding	0	0	0	1	1	0	1	chr21:46396758-46396882|Locus_7874	group1
ENSG00000160298.13	ENST00000291691.7	C21orf58	protein_coding	0	2	0	0	0	0	2	chr21:47743273-47743422|Locus_4636,chr21:47742823-47743122|Locus_4637	group1
ENSG00000160445.6	ENST00000291900.2	ZER1	protein_coding	0	0	0	1	0	0	1	chr9:131492392-131492466|Locus_440	group1
ENSG00000160606.6	ENST00000292090.3	TLCD1	protein_coding	0	0	1	0	1	0	1	chr17:27051366-27051640|Locus_963	group1
ENSG00000160710.11	ENST00000292205.5	ADAR	protein_coding	0	0	4	0	1	0	4	chr1:154574714-154574938|Locus_374,chr1:154574414-154574588|Locus_375,chr1:154571059-154574113|Locus_376,chr1:154557109-154557408|Locus_377	group1
ENSG00000160714.5	ENST00000292211.4	UBE2Q1	protein_coding	0	0	0	1	1	0	1	chr1:154522476-154522825|Locus_5141	group1
ENSG00000160813.2	ENST00000292330.2	PPP1R35	protein_coding	0	0	2	0	1	0	2	chr7:100033790-100033989|Locus_1983,chr7:100032912-100033036|Locus_1984	group1
ENSG00000070423.13	ENST00000292363.5	RNF126	protein_coding	0	0	0	2	0	0	2	chr19:647801-647925|Locus_5184,chr19:647526-647650|Locus_5185	group1
ENSG00000106246.13	ENST00000292478.4	PTCD1	protein_coding	0	0	2	0	0	0	2	chr7:99032510-99032834|Locus_173,chr7:99022899-99023148|Locus_174	group1
ENSG00000160959.3	ENST00000292524.1	LRRC14	protein_coding	0	0	0	1	0	0	1	chr8:145748851-145748900|Locus_8607	group1
ENSG00000160972.5	ENST00000292539.4	PPP1R16A	protein_coding	0	1	0	1	1	0	2	chr8:145721915-145722289|Locus_7838,chr8:145727387-145727504|Locus_7839	group1
ENSG00000198169.4	ENST00000292562.7	ZNF251	protein_coding	0	0	1	1	0	0	2	chr8:145947269-145947518|Locus_8187,chr8:145946419-145946618|Locus_8188	group1
ENSG00000160993.3	ENST00000292566.3	ALKBH4	protein_coding	0	0	2	1	1	0	3	chr7:102098192-102098241|Locus_4765,chr7:102097567-102097891|Locus_4766,chr7:102097392-102097466|Locus_4767	group1
ENSG00000129968.11	ENST00000292577.7	ABHD17A	protein_coding	0	0	0	1	1	0	1	chr19:1876975-1877174|Locus_7416	group1
ENSG00000161021.7	ENST00000292599.3	MAML1	protein_coding	0	0	5	0	1	0	5	chr5:179192449-179193248|Locus_3889,chr5:179193324-179193373|Locus_3890,chr5:179193399-179196006|Locus_3891,chr5:179200965-179201514|Locus_3892,chr5:179201740-179202014|Locus_3893	group1
ENSG00000161036.6	ENST00000292616.5	LRWD1	protein_coding	0	0	1	0	1	0	1	chr7:102113465-102113612|Locus_266	group1
ENSG00000161179.9	ENST00000292778.6	YDJC	protein_coding	0	0	0	1	1	0	1	chr22:21982378-21982702|Locus_1423	group1
ENSG00000043093.9	ENST00000292782.4	DCUN1D1	protein_coding	0	0	0	1	1	0	1	chr3:182662634-182662808|Locus_4644	group1
ENSG00000161217.7	ENST00000292823.2	PCYT1A	protein_coding	0	0	0	1	1	0	1	chr3:195965253-195965452|Locus_4383	group1
ENSG00000269190.1	ENST00000292852.4	FBXO17	protein_coding	0	0	0	1	1	0	1	chr19:39432463-39432937|Locus_929	group1
ENSG00000132478.5	ENST00000293218.3	UNK	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000161618.5	ENST00000293350.4	ALDH16A1	protein_coding	0	0	1	0	1	0	1	chr19:49973700-49973924|Locus_1107	group1
ENSG00000161638.6	ENST00000293379.4	ITGA5	protein_coding	0	0	1	2	1	0	3	chr12:54812851-54812925|Locus_3678,chr12:54789295-54790019|Locus_3679,chr12:54789045-54789169|Locus_3680	group1
ENSG00000161664.2	ENST00000293414.1	ASB16	protein_coding	0	0	0	0	0	1	1	chr17:42253717-42253866|Locus_3562	group1
ENSG00000161682.10	ENST00000293443.7	FAM171A2	protein_coding	0	0	1	0	1	0	1	chr17:42431101-42431200|Locus_3200	group1
ENSG00000161813.16	ENST00000293618.8	LARP4	protein_coding	0	0	1	0	1	0	1	chr12:50869512-50869886|Locus_853	group1
ENSG00000161847.9	ENST00000293677.6	RAVER1	protein_coding	0	0	2	0	0	0	2	chr19:10439749-10444008|Locus_1101,chr19:10439549-10439698|Locus_1102	group1
ENSG00000161914.5	ENST00000293771.5	ZNF653	protein_coding	0	0	1	0	0	0	1	chr19:11597892-11598149|Locus_946	group1
ENSG00000161920.5	ENST00000293777.5	MED11	protein_coding	0	0	1	0	0	0	1	chr17:4636467-4636891|Locus_3849	group1
ENSG00000161981.6	ENST00000293861.3	SNRNP25	protein_coding	0	0	0	1	1	0	1	chr16:107209-107508|Locus_6985	group1
ENSG00000127580.11	ENST00000293883.4	WDR24	protein_coding	0	0	1	0	0	0	1	chr16:739461-739985|Locus_7586	group1
ENSG00000162063.8	ENST00000293968.7	CCNF	protein_coding	0	0	0	1	0	0	1	chr16:2507623-2507722|Locus_8088	group1
ENSG00000188827.6	ENST00000294008.3	SLX4	protein_coding	0	0	4	1	2	0	5	chr16:3656637-3658717|Locus_7665,chr16:3633462-3639224|Locus_7666,chr16:3633162-3633286|Locus_7667,chr16:3632209-3632433|Locus_7668,chr16:3632084-3632158|Locus_7669	group1
ENSG00000162104.5	ENST00000294016.3	ADCY9	protein_coding	0	0	3	0	1	0	3	chr16:4164931-4164980|Locus_919,chr16:4016425-4016499|Locus_920,chr16:4015600-4016199|Locus_921	group1
ENSG00000162129.8	ENST00000294053.3	CLPB	protein_coding	0	0	1	2	1	0	3	chr11:72004095-72004544|Locus_7359,chr11:72003845-72004044|Locus_7360,chr11:72003470-72003719|Locus_7361	group1
ENSG00000162139.5	ENST00000294064.4	NEU3	protein_coding	0	0	1	2	1	0	3	chr11:74716599-74717698|Locus_588,chr11:74717849-74718098|Locus_589,chr11:74718299-74718498|Locus_590	group1
ENSG00000162227.3	ENST00000294168.3	TAF6L	protein_coding	0	0	2	0	1	0	2	chr11:62554264-62554463|Locus_525,chr11:62554689-62554813|Locus_526	group1
ENSG00000162244.6	ENST00000294189.6	RPL29	protein_coding	0	0	0	1	1	0	1	chr3:52027644-52027693|Locus_5946	group1
ENSG00000162298.12	ENST00000294256.8	SYVN1	protein_coding	0	0	0	1	0	0	1	chr11:64895201-64895500|Locus_7659	group1
ENSG00000162337.7	ENST00000294304.7	LRP5	protein_coding	0	0	1	0	1	0	1	chr11:68216497-68216621|Locus_3879	group1
ENSG00000162341.11	ENST00000294309.3	TPCN2	protein_coding	0	0	0	2	1	0	2	chr11:68855521-68855820|Locus_1951,chr11:68855846-68855895|Locus_1952	group1
ENSG00000162384.9	ENST00000294360.4	C1orf123	protein_coding	0	0	0	1	1	0	1	chr1:53680072-53680296|Locus_4884	group1
ENSG00000162402.8	ENST00000294383.6	USP24	protein_coding	0	0	0	1	1	0	1	chr1:55534282-55534606|Locus_2486	group1
ENSG00000162437.10	ENST00000294428.3	RAVER2	protein_coding	0	0	1	0	0	0	1	chr1:65243537-65243711|Locus_5035	group1
ENSG00000162542.9	ENST00000294543.6	TMCO4	protein_coding	0	0	1	1	1	0	2	chr1:20009156-20009605|Locus_2735,chr1:20008706-20008905|Locus_2736	group1
ENSG00000162591.11	ENST00000294599.4	MEGF6	protein_coding	0	0	0	1	0	0	1	chr1:3406581-3406855|Locus_1708	group1
ENSG00000066279.12	ENST00000294732.7	ASPM	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000162702.7	ENST00000294740.3	ZNF281	protein_coding	0	0	7	0	1	0	7	chr1:200378670-200378769|Locus_2601,chr1:200378595-200378644|Locus_2602,chr1:200378445-200378544|Locus_2603,chr1:200377545-200378344|Locus_2604,chr1:200377270-200377469|Locus_2605,chr1:200376645-200376694|Locus_2606,chr1:200376045-200376494|Locus_2607	group1
ENSG00000162714.8	ENST00000294753.4	ZNF496	protein_coding	0	0	1	0	1	0	1	chr1:247463622-247464571|Locus_7763	group1
ENSG00000162757.3	ENST00000294811.1	C1orf74	protein_coding	0	0	1	0	1	0	1	chr1:209956112-209956786|Locus_1394	group1
ENSG00000162889.6	ENST00000294981.4	MAPKAPK2	protein_coding	0	0	0	1	0	0	1	chr1:206906064-206906438|Locus_8339	group1
ENSG00000162928.8	ENST00000295030.5	PEX13	protein_coding	0	0	1	0	0	0	1	chr2:61259094-61259218|Locus_4526	group1
ENSG00000162989.3	ENST00000295101.2	KCNJ3	protein_coding	0	0	3	0	1	0	3	chr2:155555393-155555767|Locus_3722,chr2:155711530-155711579|Locus_3723,chr2:155711605-155711779|Locus_3724	group1
ENSG00000243667.2	ENST00000295121.6	WDR92	protein_coding	0	0	1	1	0	0	2	chr2:68374697-68384539|Locus_955,chr2:68357876-68358100|Locus_956	group1
ENSG00000163013.7	ENST00000295133.5	FBXO41	protein_coding	0	0	0	2	1	0	2	chr2:73485685-73486084|Locus_1431,chr2:73485510-73485634|Locus_1432	group1
ENSG00000163026.7	ENST00000295148.4	C2orf44	protein_coding	0	0	1	0	0	0	1	chr2:24261702-24261926|Locus_7252	group1
ENSG00000144026.7	ENST00000295208.2	ZNF514	protein_coding	0	1	1	0	0	0	2	chr2:95823135-95824754|Locus_7778,chr2:95815375-95815624|Locus_7779	group1
ENSG00000163166.9	ENST00000295321.4	IWS1	protein_coding	0	0	2	0	0	0	2	chr2:128262607-128262931|Locus_5196,chr2:128261075-128262506|Locus_5197	group1
ENSG00000163171.6	ENST00000295324.3	CDC42EP3	protein_coding	0	0	2	1	1	0	3	chr2:37873375-37873774|Locus_504,chr2:37872800-37873324|Locus_505,chr2:37872475-37872699|Locus_506	group1
ENSG00000163235.11	ENST00000295400.6	TGFA	protein_coding	0	0	0	2	1	0	2	chr2:70677612-70677911|Locus_6579,chr2:70677312-70677511|Locus_6580	group1
ENSG00000153208.12	ENST00000295408.4	MERTK	protein_coding	0	0	1	0	1	0	1	chr2:112786370-112786494|Locus_447	group1
ENSG00000163251.3	ENST00000295417.3	FZD5	protein_coding	0	0	2	0	1	0	2	chr2:208633085-208633184|Locus_6859,chr2:208631485-208632334|Locus_6860	group1
ENSG00000152795.13	ENST00000295470.5	HNRNPDL	protein_coding	0	0	1	0	0	0	1	chr4:83350834-83351033|Locus_8858	group1
ENSG00000163472.14	ENST00000295694.5	TMEM79	protein_coding	0	0	0	1	1	0	1	chr1:156261456-156261730|Locus_7619	group1
ENSG00000163479.9	ENST00000295702.4	SSR2	protein_coding	0	0	0	1	0	0	1	chr1:155978839-155979013|Locus_6472	group1
ENSG00000163481.3	ENST00000295704.2	RNF25	protein_coding	0	0	1	0	1	0	1	chr2:219528587-219529036|Locus_6093	group1
ENSG00000163482.7	ENST00000295709.3	STK36	protein_coding	0	0	0	1	0	0	1	chr2:219567056-219567230|Locus_3065	group1
ENSG00000163486.8	ENST00000295713.5	SRGAP2	protein_coding	0	0	0	1	1	2	3	chr1:206579988-206580137|Locus_2511,chr1:206627797-206627971|Locus_2512,chr1:206634850-206635024|Locus_2513	group1
ENSG00000163513.13	ENST00000295754.5	TGFBR2	protein_coding	0	0	1	0	0	0	1	chr3:30713490-30713664|Locus_6587	group1
ENSG00000163528.8	ENST00000295767.5	CHCHD4	protein_coding	0	0	1	0	1	0	1	chr3:14154302-14154501|Locus_1176	group1
ENSG00000138443.11	ENST00000295851.5	ABI2	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000144724.14	ENST00000295874.10	PTPRG	protein_coding	0	1	1	0	0	0	2	chr3:61547293-61547592|Locus_5783,chr3:62189184-62203290|Locus_5784	group1
ENSG00000163637.7	ENST00000295902.6	PRICKLE2	protein_coding	0	0	2	0	1	0	2	chr3:64085276-64085525|Locus_1588,chr3:64084676-64085075|Locus_1589	group1
ENSG00000163638.9	ENST00000295903.4	ADAMTS9	protein_coding	0	0	0	1	0	0	1	chr3:64501581-64501755|Locus_5460	group1
ENSG00000163660.7	ENST00000295926.3	CCNL1	protein_coding	0	0	1	0	1	0	1	chr3:156865836-156866135|Locus_5465	group1
ENSG00000163661.3	ENST00000295927.3	PTX3	protein_coding	0	0	1	0	0	0	1	chr3:157160405-157160479|Locus_5791	group1
ENSG00000163681.10	ENST00000295951.3	SLMAP	protein_coding	0	0	1	0	0	0	1	chr3:57743174-57743548|Locus_6864	group1
ENSG00000163697.12	ENST00000295974.8	APBB2	protein_coding	0	1	2	2	1	0	5	chr4:41145036-41145135|Locus_3506,chr4:41016027-41016326|Locus_3507,chr4:41015677-41015876|Locus_3508,chr4:40817869-40818068|Locus_3509,chr4:40817594-40817768|Locus_3510	group1
ENSG00000138771.10	ENST00000296043.6	SHROOM3	protein_coding	0	0	2	0	0	0	2	chr4:77660277-77660626|Locus_5680,chr4:77675708-77676057|Locus_5681	group1
ENSG00000163755.4	ENST00000296051.2	HPS3	protein_coding	0	0	1	0	0	0	1	chr3:148857821-148858120|Locus_7643	group1
ENSG00000163762.2	ENST00000296059.2	TM4SF18	protein_coding	0	0	0	3	0	0	3	chr3:149037585-149037759|Locus_966,chr3:149037010-149037184|Locus_967,chr3:149036785-149036959|Locus_968	group1
ENSG00000163812.9	ENST00000296127.3	ZDHHC3	protein_coding	0	0	0	1	0	0	1	chr3:44967478-44967827|Locus_4384	group1
ENSG00000163820.10	ENST00000296137.2	FYCO1	protein_coding	0	0	1	0	0	0	1	chr3:46009513-46009812|Locus_6960	group1
ENSG00000163832.11	ENST00000296149.4	ELP6	protein_coding	0	0	0	1	1	0	1	chr3:47537305-47537479|Locus_4808	group1
ENSG00000163840.5	ENST00000296161.4	DTX3L	protein_coding	0	0	1	0	0	0	1	chr3:122288523-122288797|Locus_1442	group1
ENSG00000082781.7	ENST00000296181.4	ITGB5	protein_coding	0	0	0	1	0	0	1	chr3:124482095-124482194|Locus_3684	group1
ENSG00000163877.9	ENST00000296215.6	SNIP1	protein_coding	0	0	2	0	1	0	2	chr1:38005869-38006268|Locus_7049,chr1:38003225-38003524|Locus_7050	group1
ENSG00000144909.7	ENST00000296220.5	OSBPL11	protein_coding	0	0	0	1	1	0	1	chr3:125249077-125249251|Locus_903	group1
ENSG00000163947.7	ENST00000296315.3	ARHGEF3	protein_coding	0	0	1	0	1	0	1	chr3:56763221-56763445|Locus_4259	group1
ENSG00000197894.6	ENST00000296412.8	ADH5	protein_coding	0	0	1	0	0	0	1	chr4:100003177-100006299|Locus_1142	group1
ENSG00000164032.7	ENST00000296417.5	H2AFZ	protein_coding	0	1	0	0	0	0	1	chr4:100871345-100871394|Locus_3424	group1
ENSG00000164040.12	ENST00000296425.5	PGRMC2	protein_coding	0	0	2	0	1	0	2	chr4:129208770-129208919|Locus_426,chr4:129192217-129192541|Locus_427	group1
ENSG00000164050.8	ENST00000296440.6	PLXNB1	protein_coding	0	0	0	1	0	0	1	chr3:48445386-48445635|Locus_4615	group1
ENSG00000213689.5	ENST00000296443.9	TREX1	protein_coding	0	0	1	0	1	0	1	chr3:48508869-48509043|Locus_809	group1
ENSG00000164073.5	ENST00000296468.3	MFSD8	protein_coding	0	0	0	1	1	0	1	chr4:128841660-128841734|Locus_2742	group1
ENSG00000164087.3	ENST00000296484.2	POC1A	protein_coding	0	0	0	1	1	0	1	chr3:52109574-52109898|Locus_2795	group1
ENSG00000164091.7	ENST00000296490.3	WDR82	protein_coding	0	1	0	1	1	0	2	chr3:52312523-52312597|Locus_7263,chr3:52291038-52291487|Locus_7264	group1
ENSG00000164104.7	ENST00000296503.5	HMGB2	protein_coding	0	0	1	0	0	0	1	chr4:174254667-174254866|Locus_3475	group1
ENSG00000164128.2	ENST00000296533.2	NPY1R	protein_coding	0	0	1	0	0	0	1	chr4:164247164-164247213|Locus_4187	group1
ENSG00000164134.8	ENST00000296543.5	NAA15	protein_coding	0	1	0	0	0	0	1	chr4:140222751-140222850|Locus_7200	group1
ENSG00000170390.10	ENST00000296550.7	DCLK2	protein_coding	0	0	0	1	0	0	1	chr4:151177986-151178185|Locus_1590	group1
ENSG00000164151.7	ENST00000296564.7	KIAA0947	protein_coding	0	0	4	0	0	0	4	chr5:5460830-5461129|Locus_2507,chr5:5462505-5462679|Locus_2508,chr5:5463005-5463104|Locus_2509,chr5:5464855-5465054|Locus_2510	group1
ENSG00000164236.7	ENST00000296657.5	ANKRD33B	protein_coding	0	0	1	0	1	0	1	chr5:10649496-10650570|Locus_6319	group1
ENSG00000164244.16	ENST00000296666.8	PRRC1	protein_coding	0	0	1	0	1	0	1	chr5:126887506-126887780|Locus_1193	group1
ENSG00000164294.9	ENST00000296734.6	GPX8	protein_coding	0	0	0	1	0	0	1	chr5:54461980-54462304|Locus_4214	group1
ENSG00000164296.6	ENST00000296736.3	TIGD6	protein_coding	0	0	1	0	0	0	1	chr5:149374986-149375185|Locus_7391	group1
ENSG00000164307.8	ENST00000296754.3	ERAP1	protein_coding	0	0	1	0	0	0	1	chr5:96139506-96139580|Locus_4502	group1
ENSG00000131711.10	ENST00000296755.7	MAP1B	protein_coding	0	0	4	1	1	0	5	chr5:71491279-71491353|Locus_3918,chr5:71491779-71491828|Locus_3919,chr5:71495054-71495378|Locus_3920,chr5:71495779-71495953|Locus_3921,chr5:71501106-71501180|Locus_3922	group1
ENSG00000214944.5	ENST00000296794.6	ARHGEF28	protein_coding	0	0	1	0	1	0	1	chr5:73207335-73207384|Locus_6079	group1
ENSG00000164366.3	ENST00000296824.3	CCDC127	protein_coding	0	0	2	0	2	0	2	chr5:205600-205899|Locus_1195,chr5:205075-205574|Locus_1196	group1
ENSG00000146072.6	ENST00000296861.2	TNFRSF21	protein_coding	0	0	2	0	1	0	2	chr6:47221200-47254151|Locus_3077,chr6:47200318-47200617|Locus_3078	group1
ENSG00000164402.9	ENST00000296873.7	SEPT8	protein_coding	0	0	0	0	1	0	0	NA	group1
ENSG00000164535.10	ENST00000297056.6	DAGLB	protein_coding	0	0	1	0	1	0	1	chr7:6448947-6449496|Locus_658	group1
ENSG00000164574.11	ENST00000297107.6	GALNT10	protein_coding	0	0	1	2	1	0	3	chr5:153796488-153796887|Locus_5135,chr5:153797663-153797787|Locus_5136,chr5:153799563-153799637|Locus_5137	group1
ENSG00000164576.7	ENST00000297109.6	SAP30L	protein_coding	0	0	1	0	0	0	1	chr5:153826292-153830651|Locus_7023	group1
ENSG00000164609.5	ENST00000297151.4	SLU7	protein_coding	0	0	1	0	0	0	1	chr5:159842147-159842221|Locus_494	group1
ENSG00000164615.3	ENST00000297156.2	CAMLG	protein_coding	0	0	1	0	0	0	1	chr5:134076865-134077139|Locus_7413	group1
ENSG00000113013.8	ENST00000297185.3	HSPA9	protein_coding	0	0	1	0	0	0	1	chr5:137909842-137910959|Locus_3534	group1
ENSG00000164687.6	ENST00000297258.6	FABP5	protein_coding	0	0	1	0	0	0	1	chr8:82192843-82195733|Locus_1917	group1
ENSG00000164715.5	ENST00000297293.5	LMTK2	protein_coding	0	0	2	0	0	0	2	chr7:97821585-97821709|Locus_2041,chr7:97822785-97822959|Locus_2042	group1
ENSG00000164841.4	ENST00000297459.3	TMEM74	protein_coding	0	0	1	0	0	0	1	chr8:109796860-109797234|Locus_1502	group1
ENSG00000164855.11	ENST00000297477.5	TMEM184A	protein_coding	0	0	1	3	1	0	4	chr7:1586021-1586620|Locus_1810,chr7:1584071-1584520|Locus_1811,chr7:1583496-1583620|Locus_1812,chr7:1583146-1583345|Locus_1813	group1
ENSG00000164897.8	ENST00000297533.4	TMUB1	protein_coding	0	0	0	2	1	0	2	chr7:150778322-150778596|Locus_7479,chr7:150778172-150778271|Locus_7480	group1
ENSG00000164902.9	ENST00000297540.4	PHAX	protein_coding	0	0	2	0	1	0	2	chr5:125939618-125944147|Locus_4521,chr5:125960479-125960653|Locus_4522	group1
ENSG00000164933.7	ENST00000297578.4	SLC25A32	protein_coding	0	0	0	1	1	0	1	chr8:104412291-104412490|Locus_7327	group1
ENSG00000164934.9	ENST00000297579.5	DCAF13	protein_coding	0	0	1	0	0	0	1	chr8:104427292-104427391|Locus_2790	group1
ENSG00000164944.7	ENST00000297591.5	KIAA1429	protein_coding	0	0	2	0	0	0	2	chr8:95538972-95539146|Locus_2840,chr8:95531301-95531425|Locus_2841	group1
ENSG00000164951.11	ENST00000297598.4	PDP1	protein_coding	0	0	3	0	1	0	3	chr8:94934297-94934571|Locus_4743,chr8:94934622-94935046|Locus_4744,chr8:94935222-94935871|Locus_4745	group1
ENSG00000164967.5	ENST00000297613.4	RPP25L	protein_coding	0	0	1	0	1	0	1	chr9:34610507-34611056|Locus_1229	group1
ENSG00000164983.6	ENST00000297632.6	TMEM65	protein_coding	0	0	1	0	0	0	1	chr8:125384384-125384483|Locus_1497	group1
ENSG00000165030.3	ENST00000297689.3	NFIL3	protein_coding	0	0	1	0	1	0	1	chr9:94171477-94171976|Locus_4153	group1
ENSG00000165092.8	ENST00000297785.3	ALDH1A1	protein_coding	0	0	1	0	0	0	1	chr9:75555158-75567889|Locus_1916	group1
ENSG00000148120.10	ENST00000297979.5	C9orf3	protein_coding	0	0	0	1	0	0	1	chr9:97849261-97849460|Locus_7799	group1
ENSG00000165282.9	ENST00000298004.5	PIGO	protein_coding	0	0	0	1	1	0	1	chr9:35088885-35088984|Locus_7723	group1
ENSG00000165355.7	ENST00000298097.7	FBXO33	protein_coding	0	0	1	0	0	0	1	chr14:39870615-39870864|Locus_2721	group1
ENSG00000165389.6	ENST00000298130.4	SPTSSA	protein_coding	0	0	1	0	1	0	1	chr14:34904444-34931384|Locus_1625	group1
ENSG00000165458.9	ENST00000298229.2	INPPL1	protein_coding	0	0	1	0	1	0	1	chr11:71948408-71949614|Locus_3667	group1
ENSG00000165494.6	ENST00000298281.4	PCF11	protein_coding	0	0	3	0	0	0	3	chr11:82868312-82868486|Locus_4473,chr11:82879615-82879964|Locus_4474,chr11:82880740-82881014|Locus_4475	group1
ENSG00000165501.12	ENST00000298288.6	LRR1	protein_coding	0	0	1	0	0	0	1	chr14:50074537-50074636|Locus_1020	group1
ENSG00000165502.6	ENST00000298289.6	RPL36AL	protein_coding	0	0	1	0	1	0	1	chr14:50085406-50085730|Locus_5947	group1
ENSG00000165506.10	ENST00000298292.8	DNAAF2	protein_coding	0	0	2	0	0	0	2	chr14:50100161-50100310|Locus_4994,chr14:50094830-50100135|Locus_4995	group1
ENSG00000165527.5	ENST00000298316.5	ARF6	protein_coding	0	0	1	0	1	0	1	chr14:50360409-50361233|Locus_3739	group1
ENSG00000165526.4	ENST00000298317.4	RPUSD4	protein_coding	0	0	0	1	1	0	1	chr11:126072889-126073263|Locus_7786	group1
ENSG00000165660.7	ENST00000298492.5	FAM175B	protein_coding	0	0	1	0	1	0	1	chr10:126523298-126523822|Locus_2304	group1
ENSG00000165684.3	ENST00000298532.2	SNAPC4	protein_coding	0	0	1	0	0	0	1	chr9:139272013-139273437|Locus_6392	group1
ENSG00000165699.9	ENST00000298552.3	TSC1	protein_coding	0	0	2	0	1	0	2	chr9:135781158-135781232|Locus_6656,chr9:135771285-135771934|Locus_6657	group1
ENSG00000121380.8	ENST00000298566.2	BCL2L14	protein_coding	0	0	0	0	0	0	0	NA	group1
ENSG00000122203.10	ENST00000298569.4	KIAA1191	protein_coding	0	0	0	1	1	0	1	chr5:175774466-175774540|Locus_5498	group1
ENSG00000165724.5	ENST00000298585.2	ZMYND19	protein_coding	0	0	1	0	1	0	1	chr9:140476681-140477005|Locus_959	group1
ENSG00000165801.5	ENST00000298694.4	ARHGEF40	protein_coding	0	0	3	0	0	0	3	chr14:21542361-21542935|Locus_5209,chr14:21543011-21543260|Locus_5210,chr14:21550179-21550452|Locus_5211	group1
ENSG00000165819.7	ENST00000298717.4	METTL3	protein_coding	0	0	1	0	0	0	1	chr14:21979266-21979340|Locus_5364	group1
ENSG00000062650.13	ENST00000298767.5	WAPAL	protein_coding	0	0	4	0	0	0	4	chr10:88277642-88277691|Locus_2192,chr10:88260490-88277441|Locus_2193,chr10:88259715-88260114|Locus_2194,chr10:88257042-88259489|Locus_2195	group1
ENSG00000110497.10	ENST00000298834.3	AMBRA1	protein_coding	0	0	4	0	1	0	4	chr11:46563928-46564377|Locus_5162,chr11:46539935-46563827|Locus_5163,chr11:46529920-46534350|Locus_5164,chr11:46418337-46419236|Locus_5165	group1
ENSG00000165912.11	ENST00000298838.6	PACSIN3	protein_coding	0	0	1	0	0	0	1	chr11:47204245-47204608|Locus_3351	group1
ENSG00000165943.4	ENST00000298894.4	MOAP1	protein_coding	0	0	1	0	0	0	1	chr14:93650341-93650665|Locus_6054	group1
ENSG00000166068.8	ENST00000299084.4	SPRED1	protein_coding	0	0	1	0	1	0	1	chr15:38643396-38643770|Locus_1536	group1
ENSG00000100802.10	ENST00000299088.6	C14orf93	protein_coding	0	0	1	0	1	0	1	chr14:23456460-23456634|Locus_5931	group1
ENSG00000166073.4	ENST00000299092.3	GPR176	protein_coding	0	0	1	0	1	0	1	chr15:40093348-40094072|Locus_783	group1
ENSG00000107949.12	ENST00000299130.3	BCCIP	protein_coding	0	0	0	1	0	0	1	chr10:127530571-127530745|Locus_5381	group1
ENSG00000166130.10	ENST00000299157.4	IKBIP	protein_coding	0	0	1	0	0	0	1	chr12:99019993-99020117|Locus_1013	group1
ENSG00000166135.9	ENST00000299163.6	HIF1AN	protein_coding	0	0	0	1	1	0	1	chr10:102307995-102308144|Locus_5186	group1
