ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
83860	TATA-box binding protein associated factor 3(TAF3)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006367~transcription initiation from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0051457~maintenance of protein location in nucleus,GO:1901796~regulation of signal transduction by p53 class mediator,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005669~transcription factor TFIID complex,	GO:0002039~p53 binding,GO:0005515~protein binding,GO:0008270~zinc ion binding,	IPR001965:Zinc finger, PHD-type,IPR006565:Bromodomain transcription factor,IPR011011:Zinc finger, FYVE/PHD-type,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR019786:Zinc finger, PHD-type, conserved site,IPR019787:Zinc finger, PHD-finger,	hsa03022:Basal transcription factors,hsa05168:Herpes simplex infection,			SM00249:PHD,SM00576:BTP,	3D-structure,Acetylation,Complete proteome,Isopeptide bond,Metal-binding,Nucleus,Phosphoprotein,Polymorphism,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,Zinc,Zinc-finger,	chain:Transcription initiation factor TFIID subunit 3,compositionally biased region:Lys-rich,compositionally biased region:Poly-Glu,compositionally biased region:Pro-rich,modified residue,mutagenesis site,sequence conflict,sequence variant,zinc finger region:PHD-type,
6878	TATA-box binding protein associated factor 6(TAF6)	Homo sapiens			Transcription,	GO:0006352~DNA-templated transcription, initiation,GO:0006366~transcription from RNA polymerase II promoter,GO:0006367~transcription initiation from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0008285~negative regulation of cell proliferation,GO:0042795~snRNA transcription from RNA polymerase II promoter,GO:0045786~negative regulation of cell cycle,GO:0051090~regulation of sequence-specific DNA binding transcription factor activity,GO:1901796~regulation of signal transduction by p53 class mediator,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005669~transcription factor TFIID complex,GO:0005737~cytoplasm,GO:0033276~transcription factor TFTC complex,GO:0071339~MLL1 complex,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0046982~protein heterodimerization activity,	IPR004823:TATA box binding protein associated factor (TAF),IPR009072:Histone-fold,IPR011442:Domain of unknown function DUF1546,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,	hsa03022:Basal transcription factors,hsa05168:Herpes simplex infection,			SM00803:TAF,	3D-structure,Alternative splicing,Complete proteome,Direct protein sequencing,Methylation,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Transcription initiation factor TFIID subunit 6,modified residue,sequence conflict,sequence variant,splice variant,
26000	TBC1 domain family member 10B(TBC1D10B)	Homo sapiens				GO:0006886~intracellular protein transport,GO:0007165~signal transduction,GO:0031338~regulation of vesicle fusion,GO:0042147~retrograde transport, endosome to Golgi,GO:0043087~regulation of GTPase activity,GO:0090630~activation of GTPase activity,GO:1902017~regulation of cilium assembly,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0012505~endomembrane system,	GO:0004114~3',5'-cyclic-nucleotide phosphodiesterase activity,GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0017137~Rab GTPase binding,	IPR000195:Rab-GTPase-TBC domain,				SM00164:TBC,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,GTPase activation,Methylation,Phosphoprotein,Proteomics identification,Reference proteome,	chain:TBC1 domain family member 10B,compositionally biased region:Poly-Pro,domain:Rab-GAP TBC,modified residue,sequence conflict,splice variant,
80185	TELO2 interacting protein 2(TTI2)	Homo sapiens							IPR016024:Armadillo-type fold,IPR018870:Protein of unknown function DUF2454,		615541~Mental retardation, autosomal recessive 39,			Complete proteome,Disease mutation,Mental retardation,Polymorphism,Proteomics identification,Reference proteome,	chain:Uncharacterized protein C8orf41,sequence conflict,sequence variant,
90326	THAP domain containing 3(THAP3)	Homo sapiens						GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0046872~metal ion binding,	IPR006612:Zinc finger, C2CH-type,IPR026520:THAP domain-containing protein 3,				SM00692:DM3,SM00980:SM00980,	Alternative splicing,Complete proteome,DNA-binding,Metal-binding,Phosphoprotein,Proteomics identification,Reference proteome,Zinc,Zinc-finger,	chain:THAP domain-containing protein 3,sequence conflict,splice variant,zinc finger region:THAP-type,
25917	THUMP domain containing 3(THUMPD3)	Homo sapiens			DNA replication, recombination, and repair,	GO:0030488~tRNA methylation,	GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0003723~RNA binding,GO:0016423~tRNA (guanine) methyltransferase activity,	IPR000241:Putative RNA methylase domain,IPR004114:THUMP,				SM00981:SM00981,	Complete proteome,Methyltransferase,Polymorphism,Proteomics identification,Reference proteome,RNA-binding,Transferase,	chain:THUMP domain-containing protein 3,compositionally biased region:Poly-Lys,domain:THUMP,sequence conflict,sequence variant,
10131	TNF receptor associated protein 1(TRAP1)	Homo sapiens				GO:0006457~protein folding,GO:0006950~response to stress,GO:0009386~translational attenuation,GO:0061077~chaperone-mediated protein folding,GO:1901856~negative regulation of cellular respiration,GO:1903427~negative regulation of reactive oxygen species biosynthetic process,GO:1903751~negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,	GO:0005654~nucleoplasm,GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0005758~mitochondrial intermembrane space,GO:0005759~mitochondrial matrix,GO:0005811~lipid particle,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0005164~tumor necrosis factor receptor binding,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0019901~protein kinase binding,GO:0044822~poly(A) RNA binding,GO:0051082~unfolded protein binding,	IPR001404:Heat shock protein Hsp90,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR020575:Heat shock protein Hsp90, N-terminal,			PIRSF002583:heat shock protein, HSP90/HTPG types,	SM00387:HATPase_c,	3D-structure,Acetylation,Alternative splicing,ATP-binding,Chaperone,Complete proteome,Membrane,Mitochondrion,Mitochondrion inner membrane,Nucleotide-binding,Phosphoprotein,Polymorphism,Proteomics identification,Receptor,Reference proteome,Stress response,Transit peptide,	binding site:ATP,binding site:ATP; via amide nitrogen,chain:Heat shock protein 75 kDa, mitochondrial,modified residue,sequence conflict,sequence variant,transit peptide:Mitochondrion,
26146	TRAF3 interacting protein 1(TRAF3IP1)	Homo sapiens				GO:0001738~morphogenesis of a polarized epithelium,GO:0001822~kidney development,GO:0001933~negative regulation of protein phosphorylation,GO:0021532~neural tube patterning,GO:0031076~embryonic camera-type eye development,GO:0031333~negative regulation of protein complex assembly,GO:0032480~negative regulation of type I interferon production,GO:0032688~negative regulation of interferon-beta production,GO:0035050~embryonic heart tube development,GO:0036342~post-anal tail morphogenesis,GO:0042073~intraciliary transport,GO:0042384~cilium assembly,GO:0042733~embryonic digit morphogenesis,GO:0050687~negative regulation of defense response to virus,GO:0070507~regulation of microtubule cytoskeleton organization,GO:1901621~negative regulation of smoothened signaling pathway involved in dorsal/ventral neural tube patterning,	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0005930~axoneme,GO:0030992~intraciliary transport particle B,GO:0035869~ciliary transition zone,GO:0036064~ciliary basal body,GO:0072372~primary cilium,GO:0097542~ciliary tip,GO:0097546~ciliary base,	GO:0005515~protein binding,GO:0008017~microtubule binding,	IPR018799:TRAF3-interacting protein 1,		616629~Senior-Loken syndrome 9,			3D-structure,Alternative splicing,Cell projection,Ciliopathy,Cilium,Cilium biogenesis/degradation,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Disease mutation,Leber congenital amaurosis,Nephronophthisis,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Senior-Loken syndrome,	chain:TRAF3-interacting protein 1,compositionally biased region:Arg-rich,helix,modified residue,region of interest:Abolishes microtubules-binding when missing,region of interest:DISC1-interaction domain,sequence variant,splice variant,turn,
284900	TTC28 antisense RNA 1(TTC28-AS1)	Homo sapiens													chain:Uncharacterized protein KIAA1648,
26019	UPF2 regulator of nonsense transcripts homolog (yeast)(UPF2)	Homo sapiens				GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,GO:0001889~liver development,GO:0006406~mRNA export from nucleus,GO:0031100~organ regeneration,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0005844~polysome,GO:0035145~exon-exon junction complex,GO:0048471~perinuclear region of cytoplasm,	GO:0003723~RNA binding,GO:0005515~protein binding,GO:0042162~telomeric DNA binding,	IPR003890:MIF4G-like, type 3,IPR007193:Up-frameshift suppressor 2,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,	hsa03013:RNA transport,hsa03015:mRNA surveillance pathway,			SM00543:MIF4G,	3D-structure,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Nonsense-mediated mRNA decay,Phosphoprotein,Polymorphism,Reference proteome,Repeat,RNA-binding,	chain:Regulator of nonsense transcripts 2,compositionally biased region:Glu-rich,compositionally biased region:Glu/Lys-rich,domain:MIF4G 1,domain:MIF4G 2,domain:MIF4G 3,helix,modified residue,mutagenesis site,region of interest:Binds to RENT3B,region of interest:Sufficient for interaction with EIF4A1 and SUI1,region of interest:Sufficient for interaction with RENT1,region of interest:Sufficient for interaction with RENT1 C- terminus,region of interest:Sufficient for interaction with RENT3A and RENT3B,sequence conflict,sequence variant,splice variant,strand,
197335	WD repeat domain 90(WDR90)	Homo sapiens			General function prediction only,			GO:0005515~protein binding,	IPR001680:WD40 repeat,IPR007714:Protein of unknown function DUF667,IPR011047:Quinonprotein alcohol dehydrogenase-like superfamily,IPR015943:WD40/YVTN repeat-like-containing domain,IPR017986:WD40-repeat-containing domain,IPR019775:WD40 repeat, conserved site,				SM00320:WD40,	Alternative splicing,Complete proteome,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,WD repeat,	chain:WD repeat-containing protein 90,modified residue,repeat:WD 1,repeat:WD 10,repeat:WD 11,repeat:WD 12,repeat:WD 13,repeat:WD 14,repeat:WD 15,repeat:WD 16,repeat:WD 17,repeat:WD 18,repeat:WD 19,repeat:WD 2,repeat:WD 20,repeat:WD 21,repeat:WD 3,repeat:WD 4,repeat:WD 5,repeat:WD 6,repeat:WD 7,repeat:WD 8,repeat:WD 9,sequence conflict,sequence variant,splice variant,
143570	X-ray radiation resistance associated 1(XRRA1)	Homo sapiens				GO:0010165~response to X-ray,	GO:0005634~nucleus,GO:0005737~cytoplasm,		IPR001611:Leucine-rich repeat,IPR003591:Leucine-rich repeat, typical subtype,				SM00369:LRR_TYP,	Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Leucine-rich repeat,Nucleus,Polymorphism,Reference proteome,Repeat,	chain:X-ray radiation resistance-associated protein 1,repeat:LRR 1,repeat:LRR 2,repeat:LRR 3,repeat:LRR 4,repeat:LRR 5,repeat:LRR 6,sequence conflict,sequence variant,splice variant,
100009676	ZBTB11 antisense RNA 1(ZBTB11-AS1)	Homo sapiens													chain:Putative uncharacterized protein LOC100009676,
100131213	ZNF503 antisense RNA 2(ZNF503-AS2)	Homo sapiens												Complete proteome,Reference proteome,
140701	abhydrolase domain containing 16B(ABHD16B)	Homo sapiens						GO:0016787~hydrolase activity,	IPR000073:Alpha/beta hydrolase fold-1,					Complete proteome,Hydrolase,Polymorphism,Reference proteome,	chain:Uncharacterized protein C20orf135,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Arg,sequence variant,
50	aconitase 2(ACO2)	Homo sapiens				GO:0006091~generation of precursor metabolites and energy,GO:0006099~tricarboxylic acid cycle,GO:0006101~citrate metabolic process,GO:0006102~isocitrate metabolic process,GO:0008152~metabolic process,	GO:0005634~nucleus,GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,GO:0043209~myelin sheath,	GO:0003994~aconitate hydratase activity,GO:0005506~iron ion binding,GO:0046872~metal ion binding,GO:0051538~3 iron, 4 sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR000573:Aconitase A/isopropylmalate dehydratase small subunit, swivel,IPR001030:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha,IPR006248:Aconitase, mitochondrial-like,IPR015928:Aconitase/3-isopropylmalate dehydratase, swivel,IPR015931:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3,IPR015932:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 2,IPR015937:Aconitase/isopropylmalate dehydratase,IPR018136:Aconitase family, 4Fe-4S cluster binding site,	hsa00020:Citrate cycle (TCA cycle),hsa00630:Glyoxylate and dicarboxylate metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01200:Carbon metabolism,hsa01210:2-Oxocarboxylic acid metabolism,hsa01230:Biosynthesis of amino acids,	614559~Infantile cerebellar-retinal degeneration,616289~Optic atrophy 9,			4Fe-4S,Acetylation,Complete proteome,Direct protein sequencing,Disease mutation,Iron,Iron-sulfur,Isopeptide bond,Lyase,Metal-binding,Mitochondrion,Neurodegeneration,Phosphoprotein,Polymorphism,Proteomics identification,Pyrrolidone carboxylic acid,Reference proteome,Transit peptide,Tricarboxylic acid cycle,	chain:Aconitate hydratase, mitochondrial,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),metal ion-binding site:Iron-sulfur (4Fe-4S),modified residue,sequence conflict,sequence variant,transit peptide:Mitochondrion,
60312	actin filament associated protein 1(AFAP1)	Homo sapiens				GO:0009966~regulation of signal transduction,GO:0051493~regulation of cytoskeleton organization,	GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005925~focal adhesion,	GO:0003779~actin binding,	IPR001849:Pleckstrin homology domain,IPR011993:Pleckstrin homology-like domain,				SM00233:PH,	Acetylation,Actin-binding,Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Phosphoprotein,Polymorphism,Reference proteome,Repeat,	chain:Actin filament-associated protein 1,compositionally biased region:Pro-rich,domain:PH 1,domain:PH 2,modified residue,mutagenesis site,region of interest:Interaction with F-actin,sequence conflict,sequence variant,short sequence motif:SH2-binding 1,short sequence motif:SH2-binding 2,short sequence motif:SH3-binding,
109	adenylate cyclase 3(ADCY3)	Homo sapiens				GO:0003091~renal water homeostasis,GO:0006171~cAMP biosynthetic process,GO:0007165~signal transduction,GO:0007189~adenylate cyclase-activating G-protein coupled receptor signaling pathway,GO:0007190~activation of adenylate cyclase activity,GO:0007193~adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway,GO:0007338~single fertilization,GO:0007340~acrosome reaction,GO:0007608~sensory perception of smell,GO:0008355~olfactory learning,GO:0009190~cyclic nucleotide biosynthetic process,GO:0019933~cAMP-mediated signaling,GO:0030317~sperm motility,GO:0034199~activation of protein kinase A activity,GO:0035556~intracellular signal transduction,GO:0071377~cellular response to glucagon stimulus,GO:1904322~cellular response to forskolin,	GO:0005622~intracellular,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005929~cilium,GO:0016020~membrane,GO:0016021~integral component of membrane,	GO:0000166~nucleotide binding,GO:0004016~adenylate cyclase activity,GO:0005516~calmodulin binding,GO:0005524~ATP binding,GO:0016849~phosphorus-oxygen lyase activity,GO:0046872~metal ion binding,	IPR001054:Adenylyl cyclase class-3/4/guanylyl cyclase,IPR018297:Adenylyl cyclase class-3/4/guanylyl cyclase, conserved site,	hsa00230:Purine metabolism,hsa04015:Rap1 signaling pathway,hsa04020:Calcium signaling pathway,hsa04022:cGMP-PKG signaling pathway,hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04114:Oocyte meiosis,hsa04261:Adrenergic signaling in cardiomyocytes,hsa04270:Vascular smooth muscle contraction,hsa04540:Gap junction,hsa04611:Platelet activation,hsa04713:Circadian entrainment,hsa04723:Retrograde endocannabinoid signaling,hsa04724:Glutamatergic synapse,hsa04725:Cholinergic synapse,hsa04727:GABAergic synapse,hsa04740:Olfactory transduction,hsa04750:Inflammatory mediator regulation of TRP channels,hsa04911:Insulin secretion,hsa04912:GnRH signaling pathway,hsa04913:Ovarian steroidogenesis,hsa04914:Progesterone-mediated oocyte maturation,hsa04915:Estrogen signaling pathway,hsa04916:Melanogenesis,hsa04918:Thyroid hormone synthesis,hsa04921:Oxytocin signaling pathway,hsa04923:Regulation of lipolysis in adipocytes,hsa04925:Aldosterone synthesis and secretion,hsa04962:Vasopressin-regulated water reabsorption,hsa04970:Salivary secretion,hsa04971:Gastric acid secretion,hsa04972:Pancreatic secretion,hsa04976:Bile secretion,hsa05032:Morphine addiction,hsa05110:Vibrio cholerae infection,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05414:Dilated cardiomyopathy,			SM00044:CYCc,	Alternative splicing,ATP-binding,Calmodulin-binding,cAMP biosynthesis,Cell membrane,Cell projection,Complete proteome,Cytoplasm,Glycoprotein,Golgi apparatus,Isopeptide bond,Lyase,Magnesium,Manganese,Membrane,Metal-binding,Nucleotide-binding,Olfaction,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,Sensory transduction,Transmembrane,Transmembrane helix,Ubl conjugation,	chain:Adenylate cyclase type 3,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Magnesium 1,metal ion-binding site:Magnesium 2,metal ion-binding site:Magnesium 2; via carbonyl oxygen,sequence variant,topological domain:Cytoplasmic,transmembrane region,
11047	adhesion regulating molecule 1(ADRM1)	Homo sapiens				GO:0006368~transcription elongation from RNA polymerase II promoter,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0010950~positive regulation of endopeptidase activity,GO:0043248~proteasome assembly,	GO:0000502~proteasome complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0008541~proteasome regulatory particle, lid subcomplex,GO:0016020~membrane,	GO:0002020~protease binding,GO:0005515~protein binding,GO:0043130~ubiquitin binding,GO:0061133~endopeptidase activator activity,GO:0070628~proteasome binding,	IPR006773:26S proteasome complex ubiquitin receptor, subunit Rpn13,					3D-structure,Acetylation,Complete proteome,Cytoplasm,Isopeptide bond,Nucleus,Phosphoprotein,Proteasome,Proteomics identification,Reference proteome,Ubl conjugation,	chain:Proteasomal ubiquitin receptor ADRM1,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ser,compositionally biased region:Ser-rich,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),domain:PH,modified residue,region of interest:Interaction with PSMD1,region of interest:Interaction with UCHL5,sequence conflict,
54812	aftiphilin(AFTPH)	Homo sapiens				GO:0015031~protein transport,GO:0046907~intracellular transport,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0030121~AP-1 adaptor complex,GO:0043231~intracellular membrane-bounded organelle,	GO:0030276~clathrin binding,						Alternative splicing,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Protein transport,Proteomics identification,Reference proteome,Repeat,Transport,	chain:Aftiphilin,modified residue,region of interest:Clathrin-binding,sequence conflict,sequence variant,short sequence motif:WXXF motif 1,short sequence motif:WXXF motif 2,short sequence motif:WXXF motif 3 (partial),short sequence motif:WXXF motif 4,splice variant,
140459	ankyrin repeat and SOCS box containing 6(ASB6)	Homo sapiens				GO:0016567~protein ubiquitination,GO:0035556~intracellular signal transduction,	GO:0005622~intracellular,GO:0005737~cytoplasm,	GO:0005515~protein binding,	IPR001496:SOCS protein, C-terminal,IPR002110:Ankyrin repeat,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,SM00253:SOCS,SM00969:SM00969,	Alternative splicing,ANK repeat,Complete proteome,Cytoplasm,Proteomics identification,Reference proteome,Repeat,Ubl conjugation pathway,	chain:Ankyrin repeat and SOCS box protein 6,domain:SOCS box,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,
348094	ankyrin repeat and death domain containing 1A(ANKDD1A)	Homo sapiens				GO:0007165~signal transduction,			IPR000488:Death domain,IPR002110:Ankyrin repeat,IPR011029:Death-like domain,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	Alternative splicing,ANK repeat,Complete proteome,Polymorphism,Reference proteome,Repeat,Signal,	chain:Ankyrin repeat and death domain- containing protein 1A,domain:Death,repeat:ANK 1,repeat:ANK 10,repeat:ANK 11,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,sequence variant,splice variant,
239	arachidonate 12-lipoxygenase, 12S type(ALOX12)	Homo sapiens				GO:0006928~movement of cell or subcellular component,GO:0007568~aging,GO:0008284~positive regulation of cell proliferation,GO:0010595~positive regulation of endothelial cell migration,GO:0010628~positive regulation of gene expression,GO:0010656~negative regulation of muscle cell apoptotic process,GO:0019369~arachidonic acid metabolic process,GO:0019372~lipoxygenase pathway,GO:0019395~fatty acid oxidation,GO:0030307~positive regulation of cell growth,GO:0030335~positive regulation of cell migration,GO:0042554~superoxide anion generation,GO:0043066~negative regulation of apoptotic process,GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,GO:0043651~linoleic acid metabolic process,GO:0045603~positive regulation of endothelial cell differentiation,GO:0045766~positive regulation of angiogenesis,GO:0045785~positive regulation of cell adhesion,GO:0045909~positive regulation of vasodilation,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0051121~hepoxilin metabolic process,GO:0051122~hepoxilin biosynthetic process,GO:0051901~positive regulation of mitochondrial depolarization,GO:0061436~establishment of skin barrier,GO:0071396~cellular response to lipid,GO:0072593~reactive oxygen species metabolic process,GO:0090331~negative regulation of platelet aggregation,GO:1901751~leukotriene A4 metabolic process,GO:2001300~lipoxin metabolic process,GO:2001303~lipoxin A4 biosynthetic process,GO:2001306~lipoxin B4 biosynthetic process,	GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0042383~sarcolemma,GO:0070062~extracellular exosome,	GO:0004052~arachidonate 12-lipoxygenase activity,GO:0005506~iron ion binding,GO:0005515~protein binding,GO:0016165~linoleate 13S-lipoxygenase activity,GO:0016702~oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,GO:0047977~hepoxilin-epoxide hydrolase activity,GO:0051120~hepoxilin A3 synthase activity,	IPR000907:Lipoxygenase,IPR001024:Lipoxygenase, LH2,IPR001885:Lipoxygenase, mammalian,IPR013819:Lipoxygenase, C-terminal,IPR020833:Lipoxygenase, iron binding site,IPR020834:Lipoxygenase, conserved site,	hsa00590:Arachidonic acid metabolism,hsa01100:Metabolic pathways,hsa04726:Serotonergic synapse,hsa04750:Inflammatory mediator regulation of TRP channels,			SM00308:LH2,	3D-structure,Complete proteome,Cytoplasm,Dioxygenase,Fatty acid metabolism,Hydrolase,Iron,Lipid metabolism,Membrane,Metal-binding,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Arachidonate 12-lipoxygenase, 12S-type,domain:Lipoxygenase,domain:PLAT,helix,metal ion-binding site:Iron; catalytic,metal ion-binding site:Iron; via carboxylate; catalytic,sequence conflict,sequence variant,strand,turn,
384	arginase 2(ARG2)	Homo sapiens				GO:0000050~urea cycle,GO:0001657~ureteric bud development,GO:0006525~arginine metabolic process,GO:0006809~nitric oxide biosynthetic process,GO:0006941~striated muscle contraction,	GO:0005739~mitochondrion,GO:0005759~mitochondrial matrix,	GO:0004053~arginase activity,GO:0046872~metal ion binding,	IPR006035:Ureohydrolase,IPR014033:Arginase,IPR020855:Ureohydrolase, manganese-binding site,IPR023696:Ureohydrolase domain,	hsa00220:Arginine biosynthesis,hsa00330:Arginine and proline metabolism,hsa01100:Metabolic pathways,hsa01130:Biosynthesis of antibiotics,hsa01230:Biosynthesis of amino acids,hsa05146:Amoebiasis,		PIRSF036979:ureohydrolase/formiminoglutamase/proclavaminate amidino hydrolase,		3D-structure,Arginine metabolism,Complete proteome,Hydrolase,Manganese,Metal-binding,Mitochondrion,Polymorphism,Reference proteome,Transit peptide,Urea cycle,	binding site:Substrate,chain:Arginase-2, mitochondrial,helix,metal ion-binding site:Manganese 1,metal ion-binding site:Manganese 2,region of interest:Substrate binding,sequence variant,strand,transit peptide:Mitochondrion,turn,
79798	armadillo repeat containing 5(ARMC5)	Homo sapiens					GO:0005737~cytoplasm,		IPR000210:BTB/POZ-like,IPR000225:Armadillo,IPR011333:BTB/POZ fold,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,		615954~ACTH-independent macronodular adrenal hyperplasia 2,		SM00185:ARM,	Alternative splicing,Complete proteome,Cushing syndrome,Cytoplasm,Disease mutation,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,	chain:Armadillo repeat-containing protein 5,domain:BTB,repeat:ARM 1,repeat:ARM 2,repeat:ARM 3,repeat:ARM 4,repeat:ARM 5,repeat:ARM 6,repeat:ARM 7,sequence variant,splice variant,
92714	arrestin domain containing 1(ARRDC1)	Homo sapiens					GO:0005886~plasma membrane,GO:0031410~cytoplasmic vesicle,GO:0070062~extracellular exosome,	GO:0005515~protein binding,	IPR011021:Arrestin-like, N-terminal,IPR011022:Arrestin C-terminal-like domain,IPR014756:Immunoglobulin E-set,				SM01017:SM01017,	Complete proteome,Polymorphism,Proteomics identification,Reference proteome,	chain:Arrestin domain-containing protein 1,compositionally biased region:Pro-rich,sequence variant,
84971	autophagy related 4D cysteine peptidase(ATG4D)	Homo sapiens				GO:0000045~autophagosome assembly,GO:0000422~mitophagy,GO:0006501~C-terminal protein lipidation,GO:0006612~protein targeting to membrane,GO:0006914~autophagy,GO:0006915~apoptotic process,GO:0015031~protein transport,GO:0016485~protein processing,GO:0044804~nucleophagy,GO:0051697~protein delipidation,	GO:0005737~cytoplasm,GO:0005759~mitochondrial matrix,GO:0005829~cytosol,	GO:0004197~cysteine-type endopeptidase activity,GO:0008234~cysteine-type peptidase activity,	IPR005078:Peptidase C54,	hsa04140:Regulation of autophagy,				Alternative splicing,Apoptosis,Autophagy,Complete proteome,Cytoplasm,Hydrolase,Mitochondrion,Phosphoprotein,Protease,Protein transport,Proteomics identification,Reference proteome,Thiol protease,Transport,Ubl conjugation pathway,	active site:Nucleophile,chain:Cysteine protease ATG4D,
